image_path,mask_path,split
D:\FDS\Small_project\Fire Detection\Dataset\images\R86_methane_medium_op47_sz40\frame_0874_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R86_methane_medium_op47_sz40\frame_0874_t26.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\B6_diesel_medium_room\frame_0040_t10.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\B6_diesel_medium_room\frame_0040_t10.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R43_methane_large_op27_sz79\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R43_methane_large_op27_sz79\frame_0109_t3.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R30_diesel_large_op80_sz52\frame_0328_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R30_diesel_large_op80_sz52\frame_0328_t10.3s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W18_WIND_4_6ms_ACETONE_large\frame_0221_t6.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W18_WIND_4_6ms_ACETONE_large\frame_0221_t6.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R88_methane_medium_op56_sz22\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R88_methane_medium_op56_sz22\frame_0109_t3.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R9_acetone_large_op51_sz33\frame_0763_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R9_acetone_large_op51_sz33\frame_0763_t23.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S10_GROWTH_FAST_ETHANOL_large\frame_0671_t24.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S10_GROWTH_FAST_ETHANOL_large\frame_0671_t24.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R97_acetone_medium_op88_sz76\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R97_acetone_medium_op88_sz76\frame_0109_t3.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R90_n-heptane_large_op86_sz57\frame_0437_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R90_n-heptane_large_op86_sz57\frame_0437_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R63_diesel_large_op55_sz65\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R63_diesel_large_op55_sz65\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S22_DECAY_DIESEL_small\frame_0872_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S22_DECAY_DIESEL_small\frame_0872_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R5_acetone_large_op51_sz40\frame_0218_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R5_acetone_large_op51_sz40\frame_0218_t7.1s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\A1_small_room_opening_0\frame_0040_t10.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A1_small_room_opening_0\frame_0040_t10.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W15_WIND_4_4ms_METHANE_medium\frame_0001_t0.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W15_WIND_4_4ms_METHANE_medium\frame_0001_t0.1s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W11_WIND_1_9ms_N-HEPTANE_small\frame_0438_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W11_WIND_1_9ms_N-HEPTANE_small\frame_0438_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S40_PULSATING_ETHANOL_small\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S40_PULSATING_ETHANOL_small\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R100_diesel_small_op89_sz44\frame_0983_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R100_diesel_small_op89_sz44\frame_0983_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W10_WIND_3_4ms_ETHANOL_medium\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W10_WIND_3_4ms_ETHANOL_medium\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R6_acetone_small_op80_sz55\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R6_acetone_small_op80_sz55\frame_0872_t26.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R34_methane_small_op78_sz77\frame_0658_t20.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R34_methane_small_op78_sz77\frame_0658_t20.1s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S41_PULSATING_METHANE_small\frame_0325_t10.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S41_PULSATING_METHANE_small\frame_0325_t10.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R58_ethanol_large_op70_sz24\frame_0545_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R58_ethanol_large_op70_sz24\frame_0545_t16.9s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R75_propane_small_op25_sz67\frame_0984_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R75_propane_small_op25_sz67\frame_0984_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R44_ethanol_large_op88_sz38\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R44_ethanol_large_op88_sz38\frame_0109_t3.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S5_GROWTH_FAST_ETHANOL_small\frame_0288_t12.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S5_GROWTH_FAST_ETHANOL_small\frame_0288_t12.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S19_GROWTH_FAST_DIESEL_medium\frame_0784_t27.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S19_GROWTH_FAST_DIESEL_medium\frame_0784_t27.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R99_acetone_large_op67_sz52\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R99_acetone_large_op67_sz52\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R27_ethanol_large_op74_sz51\frame_0546_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R27_ethanol_large_op74_sz51\frame_0546_t16.9s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R43_methane_large_op27_sz79\frame_0764_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R43_methane_large_op27_sz79\frame_0764_t23.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R73_diesel_small_op66_sz54\frame_0983_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R73_diesel_small_op66_sz54\frame_0983_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\D3_heptane_wind_2ms\frame_0026_t6.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\D3_heptane_wind_2ms\frame_0026_t6.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\A8_large_room_opening_50\frame_0106_t26.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A8_large_room_opening_50\frame_0106_t26.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S45_PULSATING_ACETONE_small\frame_0756_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S45_PULSATING_ACETONE_small\frame_0756_t23.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R70_propane_medium_op56_sz44\frame_0765_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R70_propane_medium_op56_sz44\frame_0765_t23.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F13_propane_large_op15\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F13_propane_large_op15\frame_0066_t16.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S48_PULSATING_ACETONE_small\frame_0432_t13.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S48_PULSATING_ACETONE_small\frame_0432_t13.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W20_WIND_2_0ms_ETHANOL_small\frame_0766_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W20_WIND_2_0ms_ETHANOL_small\frame_0766_t23.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\A6_medium_room_opening_100\frame_0080_t20.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A6_medium_room_opening_100\frame_0080_t20.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R24_ethanol_medium_op41_sz68\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R24_ethanol_medium_op41_sz68\frame_0654_t20.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\VALIDATION_TEST_PROPANE_small_op80\frame_0986_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\VALIDATION_TEST_PROPANE_small_op80\frame_0986_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S29_DECAY_DIESEL_medium\frame_0582_t18.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S29_DECAY_DIESEL_medium\frame_0582_t18.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R89_acetone_small_op63_sz66\frame_0982_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R89_acetone_small_op63_sz66\frame_0982_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R37_ethanol_large_op68_sz54\frame_0655_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R37_ethanol_large_op68_sz54\frame_0655_t20.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R58_ethanol_large_op70_sz24\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R58_ethanol_large_op70_sz24\frame_0109_t3.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R82_propane_small_op22_sz61\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R82_propane_small_op22_sz61\frame_0109_t3.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R28_ethanol_small_op64_sz44\frame_0763_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R28_ethanol_small_op64_sz44\frame_0763_t23.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W20_WIND_2_0ms_ETHANOL_small\frame_0437_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W20_WIND_2_0ms_ETHANOL_small\frame_0437_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S17_GROWTH_FAST_DIESEL_large\frame_0097_t6.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S17_GROWTH_FAST_DIESEL_large\frame_0097_t6.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\B6_diesel_medium_room\frame_0026_t6.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\B6_diesel_medium_room\frame_0026_t6.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\VALIDATION_TEST_PROPANE_small_op80\frame_0438_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\VALIDATION_TEST_PROPANE_small_op80\frame_0438_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R24_ethanol_medium_op41_sz68\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R24_ethanol_medium_op41_sz68\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R37_ethanol_large_op68_sz54\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R37_ethanol_large_op68_sz54\frame_0436_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F16_propane_medium_op50\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F16_propane_medium_op50\frame_0066_t16.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R85_diesel_small_op78_sz63\frame_0984_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R85_diesel_small_op78_sz63\frame_0984_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\A5_medium_room_opening_50\frame_0106_t26.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A5_medium_room_opening_50\frame_0106_t26.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W18_WIND_4_6ms_ACETONE_large\frame_0998_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W18_WIND_4_6ms_ACETONE_large\frame_0998_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F5_acetone_small_op50\frame_0080_t20.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F5_acetone_small_op50\frame_0080_t20.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S20_GROWTH_SLOW_ETHANOL_medium\frame_0508_t22.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S20_GROWTH_SLOW_ETHANOL_medium\frame_0508_t22.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S25_DECAY_DIESEL_medium\frame_0776_t24.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S25_DECAY_DIESEL_medium\frame_0776_t24.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R1_n-heptane_medium_op50_sz72\frame_0328_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R1_n-heptane_medium_op50_sz72\frame_0328_t10.3s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R28_ethanol_small_op64_sz44\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R28_ethanol_small_op64_sz44\frame_0436_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W13_WIND_2_9ms_PROPANE_small\frame_0773_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W13_WIND_2_9ms_PROPANE_small\frame_0773_t23.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S25_DECAY_DIESEL_medium\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S25_DECAY_DIESEL_medium\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F17_propane_medium_op75\frame_0106_t26.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F17_propane_medium_op75\frame_0106_t26.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F4_methane_large_op50\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F4_methane_large_op50\frame_0066_t16.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R50_diesel_large_op85_sz44\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R50_diesel_large_op85_sz44\frame_0109_t3.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S31_DECAY_METHANE_small\frame_0684_t21.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S31_DECAY_METHANE_small\frame_0684_t21.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W16_WIND_1_1ms_N-HEPTANE_large\frame_0981_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W16_WIND_1_1ms_N-HEPTANE_large\frame_0981_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R34_methane_small_op78_sz77\frame_0109_t3.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R34_methane_small_op78_sz77\frame_0109_t3.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W11_WIND_1_9ms_N-HEPTANE_small\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W11_WIND_1_9ms_N-HEPTANE_small\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R93_methane_large_op59_sz68\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R93_methane_large_op59_sz68\frame_0436_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S1_GROWTH_FAST_PROPANE_large\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S1_GROWTH_FAST_PROPANE_large\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\W5_WIND_4_3ms_ACETONE_medium\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W5_WIND_4_3ms_ACETONE_medium\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R12_ethanol_medium_op55_sz38\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R12_ethanol_medium_op55_sz38\frame_0436_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F9_methane_medium_op50\frame_0106_t26.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F9_methane_medium_op50\frame_0106_t26.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S50_PULSATING_ACETONE_medium\frame_0759_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S50_PULSATING_ACETONE_medium\frame_0759_t23.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R9_acetone_large_op51_sz33\frame_0327_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R9_acetone_large_op51_sz33\frame_0327_t10.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S32_DECAY_ETHANOL_medium\frame_0763_t23.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S32_DECAY_ETHANOL_medium\frame_0763_t23.8s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S48_PULSATING_ACETONE_small\frame_0216_t7.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S48_PULSATING_ACETONE_small\frame_0216_t7.3s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S22_DECAY_DIESEL_small\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S22_DECAY_DIESEL_small\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R3_ethanol_medium_op28_sz27\frame_0109_t3.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R3_ethanol_medium_op28_sz27\frame_0109_t3.9s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S19_GROWTH_FAST_DIESEL_medium\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S19_GROWTH_FAST_DIESEL_medium\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R24_ethanol_medium_op41_sz68\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R24_ethanol_medium_op41_sz68\frame_0872_t26.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R9_acetone_large_op51_sz33\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R9_acetone_large_op51_sz33\frame_0654_t20.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F13_propane_large_op15\frame_0093_t23.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F13_propane_large_op15\frame_0093_t23.3s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\A6_medium_room_opening_100\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A6_medium_room_opening_100\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R3_ethanol_medium_op28_sz27\frame_0218_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R3_ethanol_medium_op28_sz27\frame_0218_t7.1s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F13_propane_large_op15\frame_0026_t6.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F13_propane_large_op15\frame_0026_t6.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S23_DECAY_DIESEL_small\frame_0775_t24.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S23_DECAY_DIESEL_small\frame_0775_t24.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S21_DECAY_ETHANOL_large\frame_0576_t18.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S21_DECAY_ETHANOL_large\frame_0576_t18.2s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F10_methane_medium_op50\frame_0026_t6.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F10_methane_medium_op50\frame_0026_t6.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S8_GROWTH_FAST_ETHANOL_small\frame_0577_t21.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S8_GROWTH_FAST_ETHANOL_small\frame_0577_t21.3s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S9_GROWTH_FAST_DIESEL_small\frame_0195_t9.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S9_GROWTH_FAST_DIESEL_small\frame_0195_t9.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\E5_fire_near_door_size_50\frame_0080_t20.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E5_fire_near_door_size_50\frame_0080_t20.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S12_GROWTH_SLOW_ACETONE_medium\frame_0170_t11.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S12_GROWTH_SLOW_ACETONE_medium\frame_0170_t11.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R78_diesel_medium_op82_sz33\frame_0981_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R78_diesel_medium_op82_sz33\frame_0981_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S9_GROWTH_FAST_DIESEL_small\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S9_GROWTH_FAST_DIESEL_small\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S35_DECAY_N-HEPTANE_large\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S35_DECAY_N-HEPTANE_large\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R67_propane_small_op41_sz35\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R67_propane_small_op41_sz35\frame_0436_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S18_GROWTH_FAST_METHANE_small\frame_0499_t18.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S18_GROWTH_FAST_METHANE_small\frame_0499_t18.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R29_n-heptane_large_op54_sz47\frame_0218_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R29_n-heptane_large_op54_sz47\frame_0218_t7.1s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\D2_heptane_wind_1ms\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\D2_heptane_wind_1ms\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R87_ethanol_small_op86_sz45\frame_0327_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R87_ethanol_small_op86_sz45\frame_0327_t10.4s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\VALIDATION_TEST_PROPANE_small_op80\frame_0219_t7.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\VALIDATION_TEST_PROPANE_small_op80\frame_0219_t7.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R8_ethanol_large_op80_sz51\frame_0436_t13.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R8_ethanol_large_op80_sz51\frame_0436_t13.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\F2_n-heptane_large_op50\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F2_n-heptane_large_op50\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R2_ethanol_large_op55_sz53\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R2_ethanol_large_op55_sz53\frame_0000_t0.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S49_PULSATING_N-HEPTANE_large\frame_0433_t13.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S49_PULSATING_N-HEPTANE_large\frame_0433_t13.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S32_DECAY_ETHANOL_medium\frame_0095_t3.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S32_DECAY_ETHANOL_medium\frame_0095_t3.7s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\S20_GROWTH_SLOW_ETHANOL_medium\frame_0677_t27.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S20_GROWTH_SLOW_ETHANOL_medium\frame_0677_t27.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R30_diesel_large_op80_sz52\frame_0437_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R30_diesel_large_op80_sz52\frame_0437_t13.6s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R1_n-heptane_medium_op50_sz72\frame_0986_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R1_n-heptane_medium_op50_sz72\frame_0986_t30.0s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\A9_large_room_opening_100\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A9_large_room_opening_100\frame_0066_t16.5s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\D7_heptane_wind_10ms\frame_0013_t3.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\D7_heptane_wind_10ms\frame_0013_t3.3s.png,val
D:\FDS\Small_project\Fire Detection\Dataset\images\R42_methane_medium_op72_sz59\frame_0874_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R42_methane_medium_op72_sz59\frame_0874_t26.7s.png,val
